Student ID , Full Name,SEX , Programme ,Faculty/School,Age ,Region ,Year Level,Fees Paid GHS,Admission Status ,Phone Number,Email 
UCC03122,Student_1103,,info tech,School of Business,22.0,Bono,400,6055.08,Graduated,0246534415,student1103@ucc.edu.gh
UCC03123,Student_1104,,BSc Agriculture,Faculty of Science and Technology,23.0,Upper West,400,4991.22,Deferred,0244086150,student1104@ucc.edu.gh
UCC03124,Student_1105,female,Nursing,Faculty of Education,22.0,Western North,200,5352.7,withdrawn,0241626549,student1105@ucc.edu.gh
UCC03125,Student_1106,Male ,,Faculty of Science and Technology,22.0,Western North,400,6101.51,Graduated,0248944760,student1106@ucc.edu.gh
UCC03126,Student_1107,,BA Economics,School of Medical Sciences,24.0,Volta,400,5174.36,active,0249138617,student1107@ucc.edu.gh
UCC03127,Student_1108,female,BCom Accounting,School of Business,22.0,Upper West,300,3631.61,Deferred,0240740266,student1108@ucc.edu.gh
UCC03128,Student_1109,,BSc Data Science,School of Business,21.0,Upper East,400,5266.4,Graduated,0247356724,student1109@ucc.edu.gh
UCC03129,Student_1110,Female,BSc Agriculture,Faculty of Science and Technology,21.0,Central,200,6252.0,Graduated,0247501269,student1110@ucc.edu.gh
UCC03130,Student_1111,Female,BA Geography,School of Agriculture,27.0,Northern,200,4801.35,Graduated,0242887878,student1111@ucc.edu.gh
UCC03131,Student_1112,,info tech,School of Economics,29.0,Savannah,100,4896.28,,0243346836,student1112@ucc.edu.gh
UCC03132,Student_1113,M,BCom Accounting,School of Agriculture,21.0,North East,200,4184.5,,0245888425,student1113@ucc.edu.gh
UCC03133,Student_1114,Male ,Nursing,Faculty of Science and Technology,21.0,Upper East,100,5048.03,,0241661536,student1114@ucc.edu.gh
UCC03134,Student_1115,female,BA Geography,Faculty of Education,24.0,Oti,400,5355.55,active,0247904813,student1115@ucc.edu.gh
UCC03135,Student_1116,Male ,Nursing,School of Economics,23.0,Western North,200,6202.04,Graduated,0247479906,student1116@ucc.edu.gh
UCC03136,Student_1117,male,BSc Information Technology,School of Business,22.0,Greater Accra,300,6900.56,,0245162352,student1117@ucc.edu.gh
UCC03137,Student_1118,M,BSc Agriculture,School of Agriculture,18.0,Bono East,300,5416.09,Active,0240905368,student1118@ucc.edu.gh
UCC03138,Student_1119,M,BSc Information Technology,School of Agriculture,20.0,Ashanti,200,6619.32,Active,0247260189,student1119@ucc.edu.gh
UCC03139,Student_1120,male,BEd Mathematics,School of Business,25.0,Upper East,100,5213.16,Active,0247691166,student1120@ucc.edu.gh
UCC03140,Student_1121,F,BSc Agriculture,School of Economics,,Northern,100,5543.73,Graduated,0245945839,student1121@ucc.edu.gh
UCC03141,Student_1122,Female,BSc Data Science,School of Economics,,Bono,100,7897.32,Deferred,0240871322,student1122@ucc.edu.gh
UCC03142,Student_1123,female,,School of Economics,29.0,Eastern,200,4696.88,active,0245676819,student1123@ucc.edu.gh
UCC03143,Student_1124,,BSc Data Science,School of Business,20.0,Volta,400,3463.85,Active,0243129074,student1124@ucc.edu.gh
UCC03144,Student_1125,F,BEd Mathematics,School of Business,27.0,Upper West,400,7460.57,Active,0244788981,student1125@ucc.edu.gh
UCC03145,Student_1126,Male ,BSc Data Science,School of Agriculture,22.0,Greater Accra,400,5616.59,,0246634561,student1126@ucc.edu.gh
UCC03146,Student_1127,female,BSc Nursing,School of Agriculture,23.0,Upper East,100,3412.57,Deferred,0249114552,student1127@ucc.edu.gh
UCC03147,Student_1128,,info tech,School of Business,,Bono,200,,Active,0243665095,student1128@ucc.edu.gh
UCC03148,Student_1129,,BSc. Data Science,School of Business,26.0,Bono,300,5358.42,active,0240456785,student1129@ucc.edu.gh
UCC03149,Student_1130,female,BSc. Data Science,School of Business,20.0,Bono,400,3916.48,Deferred,0246396902,student1130@ucc.edu.gh
UCC03150,Student_1131,Female,BSc. Data Science,Faculty of Science and Technology,30.0,Bono,400,3327.75,withdrawn,0240726142,student1131@ucc.edu.gh
UCC03151,Student_1132,female,BSc Information Technology,Faculty of Science and Technology,23.0,Bono,100,5788.32,active,0249247133,student1132@ucc.edu.gh
UCC03152,Student_1133,male,Nursing,Faculty of Science and Technology,,Greater Accra,400,2590.96,active,0244584974,student1133@ucc.edu.gh
UCC03153,Student_1134,,BSc Data Science,School of Economics,22.0,Upper West,200,4180.43,Graduated,0242534736,student1134@ucc.edu.gh
UCC03154,Student_1135,M,BA Econ,School of Business,29.0,Volta,400,4150.87,withdrawn,0242377839,student1135@ucc.edu.gh
UCC03155,Student_1136,male,,School of Agriculture,21.0,Central,100,3608.9,withdrawn,0243442090,student1136@ucc.edu.gh
UCC03156,Student_1137,male,BA Econ,School of Agriculture,30.0,Bono East,200,4381.6,Deferred,0247391584,student1137@ucc.edu.gh
UCC03157,Student_1138,,BCom Accounting,Faculty of Science and Technology,23.0,Eastern,100,4562.22,Active,0242316337,student1138@ucc.edu.gh
UCC03158,Student_1139,male,Nursing,School of Economics,22.0,Volta,300,1162.51,withdrawn,0249425790,student1139@ucc.edu.gh
UCC03159,Student_1140,F,,Faculty of Education,19.0,North East,400,5132.27,Deferred,0248349285,student1140@ucc.edu.gh
UCC03160,Student_1141,male,BSc Nursing,School of Medical Sciences,24.0,Ashanti,200,5788.29,withdrawn,0240842340,student1141@ucc.edu.gh
UCC03161,Student_1142,M,BSc Nursing,Faculty of Education,21.0,Upper East,200,6562.97,,0249268533,student1142@ucc.edu.gh
UCC03162,Student_1143,female,BSc Data Science,Faculty of Education,22.0,Western,400,4739.01,active,0248053204,student1143@ucc.edu.gh
UCC03163,Student_1144,F,BA Geography,School of Medical Sciences,22.0,Bono,300,2215.29,,0243937199,student1144@ucc.edu.gh
UCC03164,Student_1145,,BA Economics,School of Agriculture,25.0,Ashanti,300,5804.51,withdrawn,0243019920,student1145@ucc.edu.gh
UCC03165,Student_1146,Female,info tech,School of Economics,22.0,Volta,400,4886.81,Active,0241699510,student1146@ucc.edu.gh
UCC03166,Student_1147,male,BSc Information Technology,School of Medical Sciences,16.0,Western,400,5703.87,Deferred,0249809488,student1147@ucc.edu.gh
UCC03167,Student_1148,male,BCom Accounting,School of Economics,20.0,Greater Accra,400,4931.12,Active,0245212021,student1148@ucc.edu.gh
UCC03168,Student_1149,female,BSc. Data Science,Faculty of Education,18.0,Upper East,100,5464.1,Graduated,0247960043,student1149@ucc.edu.gh
UCC03169,Student_1150,female,BCom Accounting,School of Medical Sciences,27.0,Ashanti,200,3712.11,Active,0247724672,student1150@ucc.edu.gh
UCC03170,Student_1151,Female,BCom Accounting,Faculty of Education,24.0,Volta,200,3418.12,Active,0247982114,student1151@ucc.edu.gh
UCC03171,Student_1152,F,BSc Data Science,School of Medical Sciences,23.0,Central,400,4646.23,Deferred,0249056475,student1152@ucc.edu.gh
UCC03172,Student_1153,Female,BSc Data Science,School of Medical Sciences,22.0,Savannah,100,4756.25,,0240844042,student1153@ucc.edu.gh
UCC03173,Student_1154,Female,,School of Business,18.0,Western,100,3835.05,active,0249297852,student1154@ucc.edu.gh
UCC03174,Student_1155,M,BEd Mathematics,Faculty of Science and Technology,22.0,Oti,200,3853.92,,0247261572,student1155@ucc.edu.gh
UCC03175,Student_1156,F,BA Geography,Faculty of Science and Technology,26.0,Northern,300,3810.18,withdrawn,0248822480,student1156@ucc.edu.gh
UCC03176,Student_1157,female,BEd Mathematics,Faculty of Education,25.0,North East,400,6198.47,withdrawn,0240036123,student1157@ucc.edu.gh
UCC03177,Student_1158,M,BSc Nursing,Faculty of Education,24.0,North East,400,3648.62,Deferred,0240115367,student1158@ucc.edu.gh
UCC03178,Student_1159,,BSc Information Technology,Faculty of Education,18.0,Bono,100,,Deferred,0241143918,student1159@ucc.edu.gh
UCC03179,Student_1160,male,BSc Nursing,School of Business,20.0,Upper West,200,3849.54,,0248931277,student1160@ucc.edu.gh
UCC03180,Student_1161,Female,BSc Nursing,School of Business,24.0,Upper West,100,,active,0246309860,student1161@ucc.edu.gh
UCC03181,Student_1162,male,BEd Mathematics,Faculty of Education,19.0,Upper East,300,6437.08,active,0244212569,student1162@ucc.edu.gh
UCC03182,Student_1163,Male ,BSc. Data Science,School of Business,25.0,Western,200,6132.87,Graduated,0248960607,student1163@ucc.edu.gh
UCC03183,Student_1164,female,,School of Medical Sciences,18.0,Volta,400,4446.86,withdrawn,0241108787,student1164@ucc.edu.gh
UCC03184,Student_1165,Male ,BSc. Data Science,School of Medical Sciences,19.0,Ahafo,200,5126.52,withdrawn,0243870948,student1165@ucc.edu.gh
UCC03185,Student_1166,F,BEd Mathematics,School of Medical Sciences,18.0,Ashanti,200,4269.04,Graduated,0247055110,student1166@ucc.edu.gh
UCC03186,Student_1167,F,BSc. Data Science,Faculty of Science and Technology,21.0,Greater Accra,400,5929.27,Deferred,0245874715,student1167@ucc.edu.gh
UCC03187,Student_1168,Female,BSc Nursing,School of Medical Sciences,18.0,Bono East,300,4709.08,withdrawn,0241714663,student1168@ucc.edu.gh
UCC03188,Student_1169,M,BSc Agriculture,Faculty of Science and Technology,,Upper West,100,6434.19,Active,0247694311,student1169@ucc.edu.gh
UCC03189,Student_1170,Female,BSc Data Science,School of Medical Sciences,20.0,Oti,300,3652.26,Deferred,0243758160,student1170@ucc.edu.gh
UCC03190,Student_1171,female,BEd Mathematics,Faculty of Education,,Central,300,3841.69,Deferred,0241878698,student1171@ucc.edu.gh
UCC03191,Student_1172,M,BEd Mathematics,Faculty of Science and Technology,25.0,Upper West,300,5563.83,active,0243234933,student1172@ucc.edu.gh
UCC03192,Student_1173,M,BCom Accounting,School of Business,22.0,Ahafo,200,5323.26,,0246338848,student1173@ucc.edu.gh
UCC03193,Student_1174,,BA Economics,School of Agriculture,25.0,Savannah,300,6990.63,Graduated,0241467482,student1174@ucc.edu.gh
UCC03194,Student_1175,,BSc Agriculture,Faculty of Science and Technology,30.0,Ashanti,200,4491.95,,0247864877,student1175@ucc.edu.gh
UCC03195,Student_1176,F,Nursing,School of Economics,17.0,Northern,200,4135.76,,0245130949,student1176@ucc.edu.gh
UCC03196,Student_1177,F,BSc Agriculture,Faculty of Science and Technology,21.0,Eastern,100,4110.74,Deferred,0240597905,student1177@ucc.edu.gh
UCC03197,Student_1178,Female,BSc Data Science,School of Medical Sciences,19.0,Greater Accra,100,4456.43,active,0243873152,student1178@ucc.edu.gh
UCC03198,Student_1179,female,BCom Accounting,School of Medical Sciences,20.0,Upper West,300,5234.55,Active,0240638992,student1179@ucc.edu.gh
UCC03199,Student_1180,F,BEd Mathematics,School of Medical Sciences,24.0,Central,200,2823.29,Active,0249990136,student1180@ucc.edu.gh
UCC03200,Student_1181,female,info tech,School of Business,28.0,Northern,400,3320.27,withdrawn,0247329875,student1181@ucc.edu.gh
UCC03201,Student_1182,Male ,BSc Information Technology,Faculty of Education,25.0,Volta,200,5071.45,Graduated,0248765925,student1182@ucc.edu.gh
UCC03202,Student_1183,Female,BA Economics,Faculty of Science and Technology,24.0,Oti,100,5245.52,Graduated,0243466885,student1183@ucc.edu.gh
UCC03203,Student_1184,male,BA Geography,School of Business,,Central,400,4412.19,active,0245172034,student1184@ucc.edu.gh
UCC03204,Student_1185,Female,BA Economics,School of Economics,,Eastern,200,,withdrawn,0242649455,student1185@ucc.edu.gh
UCC03205,Student_1186,Male ,BSc Agriculture,Faculty of Science and Technology,28.0,Oti,300,2975.6,,0248276846,student1186@ucc.edu.gh
UCC03206,Student_1187,,BSc Information Technology,School of Agriculture,24.0,Northern,200,,Graduated,0247871533,student1187@ucc.edu.gh
UCC03207,Student_1188,,BSc Agriculture,School of Medical Sciences,19.0,Central,400,3880.32,withdrawn,0248651093,student1188@ucc.edu.gh
UCC03208,Student_1189,F,BA Geography,School of Business,21.0,Bono East,300,3746.75,active,0248317503,student1189@ucc.edu.gh
UCC03209,Student_1190,male,Nursing,School of Business,16.0,Upper East,400,5798.03,withdrawn,0249401807,student1190@ucc.edu.gh
UCC03210,Student_1191,male,BSc Nursing,Faculty of Science and Technology,25.0,Central,100,5940.87,Deferred,0248116989,student1191@ucc.edu.gh
UCC03211,Student_1192,Female,BSc Nursing,School of Agriculture,20.0,Savannah,100,2102.34,Deferred,0248265777,student1192@ucc.edu.gh
UCC03212,Student_1193,Female,BA Economics,School of Business,20.0,Upper West,200,2427.83,Deferred,0247958436,student1193@ucc.edu.gh
UCC03213,Student_1194,M,BEd Mathematics,School of Business,24.0,Central,200,4952.8,Deferred,0242774972,student1194@ucc.edu.gh
UCC03214,Student_1195,male,BSc Agriculture,School of Business,16.0,Central,100,4083.88,Active,0242384538,student1195@ucc.edu.gh
UCC03215,Student_1196,female,BSc Nursing,Faculty of Science and Technology,26.0,Ahafo,400,,,0243212070,student1196@ucc.edu.gh
UCC03216,Student_1197,F,BSc. Data Science,School of Medical Sciences,,Central,400,5186.14,Active,0245128856,student1197@ucc.edu.gh
UCC03217,Student_1198,,BA Economics,School of Agriculture,21.0,Central,300,6930.68,Graduated,0244654214,student1198@ucc.edu.gh
UCC03218,Student_1199,F,BA Econ,School of Business,22.0,Ahafo,300,,Active,0247429248,
UCC03219,Student_1200,M,BA Economics,School of Business,20.0,Upper West,300,5828.54,,0247648156,student1200@ucc.edu.gh
UCC03220,Student_1201,Female,BSc Agriculture,Faculty of Education,31.0,Bono East,100,4279.49,withdrawn,0246310026,student1201@ucc.edu.gh
UCC03221,Student_1202,Female,BSc Agriculture,School of Agriculture,20.0,North East,100,5348.45,withdrawn,0244687034,student1202@ucc.edu.gh
UCC03222,Student_1203,M,Nursing,School of Agriculture,24.0,Bono East,100,5649.54,Active,0246773618,student1203@ucc.edu.gh
UCC03223,Student_1204,F,BA Geography,School of Economics,22.0,Greater Accra,200,4181.04,withdrawn,0245356973,student1204@ucc.edu.gh
UCC03224,Student_1205,M,BSc Information Technology,Faculty of Education,23.0,Eastern,400,3987.2,,0248502055,student1205@ucc.edu.gh
UCC03225,Student_1206,male,BA Geography,School of Medical Sciences,24.0,Western,100,4226.89,Graduated,0246004406,student1206@ucc.edu.gh
UCC03226,Student_1207,,BA Geography,Faculty of Education,24.0,Western,300,5843.5,active,0246565914,student1207@ucc.edu.gh
UCC03227,Student_1208,male,BSc Information Technology,Faculty of Science and Technology,21.0,Central,300,5671.56,Active,0246142890,student1208@ucc.edu.gh
UCC03228,Student_1209,female,BSc. Data Science,Faculty of Education,19.0,Western North,100,1809.01,Deferred,0246934047,student1209@ucc.edu.gh
UCC03229,Student_1210,Female,BSc Nursing,Faculty of Science and Technology,20.0,Northern,100,4294.36,withdrawn,0245118017,student1210@ucc.edu.gh
UCC03230,Student_1211,M,BSc Nursing,Faculty of Education,21.0,Upper West,400,5316.59,withdrawn,0245228194,student1211@ucc.edu.gh
UCC03231,Student_1212,F,BSc Information Technology,Faculty of Education,21.0,North East,300,6668.49,active,0246509242,student1212@ucc.edu.gh
UCC03232,Student_1213,Female,BA Econ,School of Economics,19.0,Central,400,4680.07,Graduated,0242479775,student1213@ucc.edu.gh
UCC03233,Student_1214,Female,info tech,School of Agriculture,24.0,Volta,100,5249.43,withdrawn,0248496030,student1214@ucc.edu.gh
UCC03234,Student_1215,Male ,BEd Mathematics,Faculty of Science and Technology,18.0,Oti,400,4922.55,Deferred,0249150857,student1215@ucc.edu.gh
UCC03235,Student_1216,F,BA Econ,School of Medical Sciences,22.0,Greater Accra,200,4172.7,active,0249971127,student1216@ucc.edu.gh
UCC03236,Student_1217,Female,BA Econ,School of Agriculture,17.0,Western North,100,3186.55,withdrawn,0247413363,student1217@ucc.edu.gh
UCC03237,Student_1218,Male ,BSc. Data Science,School of Business,26.0,Volta,300,3297.27,,0249511401,student1218@ucc.edu.gh
UCC03238,Student_1219,Male ,Nursing,School of Medical Sciences,21.0,Savannah,300,5744.67,,0242886411,student1219@ucc.edu.gh
UCC03239,Student_1220,,BCom Accounting,Faculty of Education,20.0,Northern,400,4944.5,Deferred,0247265525,student1220@ucc.edu.gh
UCC03240,Student_1221,female,info tech,School of Medical Sciences,20.0,Greater Accra,100,3915.18,,0243078200,
UCC03241,Student_1222,Male ,,Faculty of Education,28.0,Bono,300,3087.47,withdrawn,0240894298,student1222@ucc.edu.gh
UCC03242,Student_1223,male,BA Economics,Faculty of Education,27.0,Oti,400,5728.08,Deferred,0249854054,student1223@ucc.edu.gh
UCC03243,Student_1224,male,BSc. Data Science,School of Business,23.0,Savannah,400,3606.18,,0248624516,student1224@ucc.edu.gh
UCC03244,Student_1225,Female,BSc Data Science,School of Economics,21.0,Western North,100,5611.29,active,0248984785,student1225@ucc.edu.gh
UCC03245,Student_1226,female,BSc Nursing,School of Economics,29.0,Central,300,4642.88,Graduated,0243328957,student1226@ucc.edu.gh
UCC03246,Student_1227,F,BA Economics,School of Business,24.0,Upper East,300,4748.93,Active,0241312188,student1227@ucc.edu.gh
UCC03247,Student_1228,F,BA Economics,School of Medical Sciences,22.0,Northern,300,6900.6,,0245649033,student1228@ucc.edu.gh
UCC03248,Student_1229,Female,BSc Data Science,Faculty of Science and Technology,21.0,Western North,100,2281.99,Active,0247420047,student1229@ucc.edu.gh
UCC03249,Student_1230,Female,BSc Agriculture,School of Business,25.0,Northern,100,3745.78,Graduated,0248991432,student1230@ucc.edu.gh
UCC03250,Student_1231,F,BA Economics,School of Agriculture,22.0,North East,100,6718.79,withdrawn,0247114999,student1231@ucc.edu.gh
UCC03251,Student_1232,F,BEd Mathematics,Faculty of Education,18.0,Upper West,200,5921.79,active,0240681908,student1232@ucc.edu.gh
UCC03252,Student_1233,male,BSc Nursing,School of Agriculture,23.0,Eastern,400,4510.51,Deferred,0241876036,student1233@ucc.edu.gh
UCC03253,Student_1234,male,BSc Nursing,School of Economics,23.0,Western,200,7040.45,active,0245061713,student1234@ucc.edu.gh
UCC03254,Student_1235,female,Nursing,School of Economics,,Greater Accra,200,6004.5,Graduated,0245725505,student1235@ucc.edu.gh
UCC03255,Student_1236,female,BCom Accounting,School of Medical Sciences,24.0,Greater Accra,300,,withdrawn,0240834008,student1236@ucc.edu.gh
UCC03256,Student_1237,female,BA Geography,Faculty of Science and Technology,21.0,Savannah,300,3512.27,withdrawn,0245995457,student1237@ucc.edu.gh
UCC03257,Student_1238,F,BSc Information Technology,School of Agriculture,23.0,Ahafo,400,6479.11,Graduated,0246688805,student1238@ucc.edu.gh
UCC03258,Student_1239,F,info tech,School of Business,22.0,Western North,400,3823.97,active,0244797749,student1239@ucc.edu.gh
UCC03259,Student_1240,male,BA Geography,Faculty of Education,18.0,North East,100,5099.74,Active,0249036164,student1240@ucc.edu.gh
UCC03260,Student_1241,male,BA Econ,School of Agriculture,25.0,Eastern,300,6596.18,active,0245549630,
UCC03261,Student_1242,M,BA Econ,Faculty of Education,24.0,Greater Accra,200,5016.61,,0248688611,student1242@ucc.edu.gh
UCC03262,Student_1243,M,BA Economics,Faculty of Science and Technology,26.0,Western,400,4812.35,withdrawn,0243868386,student1243@ucc.edu.gh
UCC03263,Student_1244,Female,BSc Agriculture,School of Medical Sciences,19.0,Oti,400,2795.82,withdrawn,0247087074,student1244@ucc.edu.gh
UCC03264,Student_1245,F,BSc Information Technology,School of Agriculture,21.0,Western,200,5996.71,,0242727472,student1245@ucc.edu.gh
UCC03265,Student_1246,Female,BA Geography,Faculty of Science and Technology,26.0,Oti,100,2619.81,,0249553460,student1246@ucc.edu.gh
UCC03266,Student_1247,male,BSc. Data Science,School of Medical Sciences,21.0,Savannah,300,6423.21,Graduated,0247268199,student1247@ucc.edu.gh
UCC03267,Student_1248,F,BSc Agriculture,School of Medical Sciences,28.0,Western North,300,2779.89,active,0246046445,student1248@ucc.edu.gh
UCC03268,Student_1249,Female,BSc Agriculture,School of Agriculture,18.0,Ashanti,200,3805.68,Active,0249959199,student1249@ucc.edu.gh
UCC03269,Student_1250,Female,,School of Business,21.0,Western North,100,6202.03,active,0248200856,student1250@ucc.edu.gh
UCC03270,Student_1251,Male ,BSc Data Science,School of Business,,Greater Accra,200,6536.8,,0241012273,student1251@ucc.edu.gh
UCC03271,Student_1252,M,Nursing,Faculty of Education,25.0,North East,300,4913.45,withdrawn,0240181843,student1252@ucc.edu.gh
UCC03272,Student_1253,female,BSc Data Science,School of Economics,28.0,Upper East,200,4366.47,active,0243217581,student1253@ucc.edu.gh
UCC03273,Student_1254,F,BA Econ,School of Agriculture,23.0,Central,200,4983.87,withdrawn,0240774194,student1254@ucc.edu.gh
UCC03274,Student_1255,,BCom Accounting,School of Medical Sciences,16.0,Western,300,2443.29,withdrawn,0247312282,student1255@ucc.edu.gh
UCC03275,Student_1256,Male ,BSc Agriculture,Faculty of Education,22.0,Ahafo,300,6110.34,Deferred,0240605936,student1256@ucc.edu.gh
UCC03276,Student_1257,female,BA Econ,School of Agriculture,23.0,Eastern,300,4055.57,Active,0246656724,student1257@ucc.edu.gh
UCC03277,Student_1258,Female,BSc Information Technology,School of Economics,24.0,Upper West,200,4495.03,Graduated,0249875894,student1258@ucc.edu.gh
UCC03278,Student_1259,Male ,BSc Information Technology,Faculty of Education,22.0,Bono,200,4902.06,,0241847733,student1259@ucc.edu.gh
UCC03279,Student_1260,,BSc Data Science,School of Medical Sciences,,Central,200,5132.97,Active,0240484455,student1260@ucc.edu.gh
UCC03280,Student_1261,male,BCom Accounting,School of Economics,20.0,Northern,100,5335.78,active,0247048266,student1261@ucc.edu.gh
UCC03281,Student_1262,male,BSc Nursing,Faculty of Science and Technology,19.0,Greater Accra,400,6270.57,,0249262577,student1262@ucc.edu.gh
UCC03282,Student_1263,male,BA Economics,School of Business,21.0,North East,100,6324.5,,0245102263,student1263@ucc.edu.gh
UCC03283,Student_1264,Female,BCom Accounting,School of Business,31.0,Eastern,400,4763.67,Deferred,0241167412,student1264@ucc.edu.gh
UCC03284,Student_1265,female,BSc. Data Science,School of Economics,22.0,Northern,300,5681.99,withdrawn,0240936982,student1265@ucc.edu.gh
UCC03285,Student_1266,female,BA Econ,School of Agriculture,26.0,Bono,400,5844.15,Active,0243504949,student1266@ucc.edu.gh
UCC03286,Student_1267,male,,School of Economics,26.0,Ahafo,100,2714.36,withdrawn,0248802308,student1267@ucc.edu.gh
UCC03287,Student_1268,Female,,School of Medical Sciences,17.0,Oti,300,4274.57,withdrawn,0241423311,student1268@ucc.edu.gh
UCC03288,Student_1269,female,info tech,School of Economics,22.0,Volta,400,3712.38,Deferred,0247196009,student1269@ucc.edu.gh
UCC03289,Student_1270,male,BSc Data Science,School of Agriculture,26.0,Volta,400,4831.5,,0242281326,student1270@ucc.edu.gh
UCC03290,Student_1271,F,BA Economics,School of Business,32.0,Upper West,400,6306.76,,0245871207,student1271@ucc.edu.gh
UCC03291,Student_1272,male,BA Econ,School of Medical Sciences,26.0,Upper East,200,5734.71,Active,0241311294,student1272@ucc.edu.gh
UCC03292,Student_1273,Female,BSc Information Technology,School of Agriculture,21.0,Upper East,300,5783.91,Deferred,0247914329,
UCC03293,Student_1274,M,BCom Accounting,Faculty of Education,27.0,Upper East,200,4326.33,withdrawn,0245871074,student1274@ucc.edu.gh
UCC03294,Student_1275,F,info tech,School of Business,21.0,Savannah,300,4330.21,Active,0241907754,student1275@ucc.edu.gh
UCC03295,Student_1276,Female,BSc Agriculture,Faculty of Science and Technology,19.0,Bono East,400,,,0244541636,student1276@ucc.edu.gh
UCC03296,Student_1277,,Nursing,School of Medical Sciences,25.0,North East,400,3724.84,withdrawn,0240512290,student1277@ucc.edu.gh
UCC03297,Student_1278,male,BEd Mathematics,Faculty of Science and Technology,18.0,Eastern,100,5491.59,withdrawn,0244779667,student1278@ucc.edu.gh
UCC03298,Student_1279,M,BSc Agriculture,School of Economics,21.0,Greater Accra,400,4141.36,Active,0247461359,student1279@ucc.edu.gh
UCC03299,Student_1280,male,Nursing,Faculty of Education,27.0,Volta,200,3239.38,Graduated,0242103129,student1280@ucc.edu.gh
UCC03300,Student_1281,F,BA Geography,School of Economics,25.0,Upper West,200,5145.02,Deferred,0245922325,student1281@ucc.edu.gh
UCC03301,Student_1282,male,BCom Accounting,School of Business,20.0,Northern,400,4880.87,active,0248712724,student1282@ucc.edu.gh
UCC03302,Student_1283,female,BSc. Data Science,Faculty of Education,23.0,Ashanti,200,5156.55,,0248189483,student1283@ucc.edu.gh
UCC03303,Student_1284,male,BSc Nursing,School of Agriculture,22.0,Greater Accra,400,,withdrawn,0247724905,student1284@ucc.edu.gh
UCC03304,Student_1285,F,BSc Information Technology,School of Business,25.0,Upper East,100,4828.81,,0248016592,student1285@ucc.edu.gh
UCC03305,Student_1286,Male ,BCom Accounting,Faculty of Education,24.0,Bono East,100,4029.17,Deferred,0241699458,student1286@ucc.edu.gh
UCC03306,Student_1287,male,BA Economics,Faculty of Science and Technology,23.0,Greater Accra,400,4020.57,Deferred,0246382392,student1287@ucc.edu.gh
UCC03307,Student_1288,female,BA Econ,School of Business,22.0,North East,100,3646.37,Active,0249204383,student1288@ucc.edu.gh
UCC03308,Student_1289,,Nursing,School of Agriculture,,Upper East,400,3881.26,Active,0242594302,student1289@ucc.edu.gh
UCC03309,Student_1290,F,BSc Agriculture,School of Business,27.0,Ashanti,200,3299.56,Active,0243978789,student1290@ucc.edu.gh
UCC03310,Student_1291,M,info tech,School of Economics,24.0,Upper West,400,4942.42,Deferred,0240023196,student1291@ucc.edu.gh
UCC03311,Student_1292,Male ,BSc Nursing,School of Agriculture,21.0,Western,300,3988.64,Active,0248535053,student1292@ucc.edu.gh
UCC03312,Student_1293,,BA Econ,School of Medical Sciences,22.0,Greater Accra,300,4954.05,active,0242587785,
UCC03313,Student_1294,Female,BSc Data Science,School of Agriculture,22.0,North East,400,4364.23,Deferred,0247605322,student1294@ucc.edu.gh
UCC03314,Student_1295,male,BSc. Data Science,School of Business,20.0,Upper East,400,4672.97,Active,0249706930,student1295@ucc.edu.gh
UCC03315,Student_1296,F,info tech,School of Agriculture,21.0,Ahafo,400,6903.84,withdrawn,0241690532,student1296@ucc.edu.gh
UCC03316,Student_1297,female,Nursing,Faculty of Education,26.0,Savannah,100,6173.23,Deferred,0246845695,student1297@ucc.edu.gh
UCC03317,Student_1298,female,BSc Data Science,School of Economics,17.0,Oti,300,2952.8,Graduated,0245224651,student1298@ucc.edu.gh
UCC03318,Student_1299,F,BSc. Data Science,School of Medical Sciences,28.0,Central,400,4068.47,Graduated,0242465926,student1299@ucc.edu.gh
UCC03319,Student_1300,,BA Econ,School of Business,23.0,Volta,400,2522.39,Deferred,0244935161,student1300@ucc.edu.gh
UCC03320,Student_1301,female,BSc Information Technology,Faculty of Science and Technology,20.0,Northern,200,4317.37,Deferred,0246717626,student1301@ucc.edu.gh
UCC03321,Student_1302,Female,BA Geography,School of Agriculture,21.0,Ashanti,200,5198.78,Graduated,0240148045,student1302@ucc.edu.gh
UCC03322,Student_1303,,BSc Data Science,School of Economics,24.0,Eastern,100,6087.69,withdrawn,0242417240,student1303@ucc.edu.gh
UCC03323,Student_1304,Male ,BA Econ,School of Agriculture,21.0,Ashanti,100,,withdrawn,0244081582,student1304@ucc.edu.gh
UCC03324,Student_1305,M,info tech,Faculty of Science and Technology,25.0,Bono,300,5181.5,withdrawn,0245061440,student1305@ucc.edu.gh
UCC03325,Student_1306,,BSc Data Science,Faculty of Education,19.0,Western North,300,3680.72,active,0246336905,student1306@ucc.edu.gh
UCC03326,Student_1307,female,BSc Nursing,School of Economics,20.0,Savannah,400,5813.47,,0240591907,student1307@ucc.edu.gh
UCC03327,Student_1308,female,,School of Economics,23.0,Volta,300,4858.62,,0246114338,student1308@ucc.edu.gh
UCC03328,Student_1309,M,,School of Economics,21.0,Western North,400,5027.69,active,0240982749,student1309@ucc.edu.gh
UCC03329,Student_1310,Male ,BA Econ,School of Medical Sciences,29.0,Eastern,100,7143.04,withdrawn,0242887229,student1310@ucc.edu.gh
